,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
5970215,311000813,2022-03-13 21:22:37,45.549,-122.69383,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
5972892,403531001,2022-03-13 21:20:34,29.72555,-95.26841,0.0,168.5,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
5978017,538004337,2022-03-13 21:26:42,36.80153,-76.28939,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
5978483,212254000,2022-03-13 21:21:30,18.33563,-64.94777,0.0,124.4,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
5980344,477624800,2022-03-13 21:12:15,39.25217,-76.54435,0.0,133.6,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.1,74.0,A
5981356,316026694,2022-03-13 21:25:58,48.40755,-89.21551,0.0,323.4,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
5982557,477624800,2022-03-13 21:27:15,39.25223,-76.54439,0.0,159.5,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.0,74.0,A
5985837,229161000,2022-03-13 21:27:43,37.21054,-76.11733,0.1,119.2,193.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
5993673,367569690,2022-03-13 21:29:28,30.40602,-88.018,1.0,12.9,511.0,G L 66,,WDG7675,70,,81.0,,,,B
5995839,212254000,2022-03-13 21:24:31,18.33561,-64.94779,0.0,140.8,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
5997267,367569690,2022-03-13 21:28:00,30.40609,-88.01798,1.2,14.9,511.0,G L 66,,WDG7675,70,,81.0,,,,B
5997550,356704000,2022-03-13 21:27:38,27.26454,-86.82553,11.8,164.7,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
6002261,316026694,2022-03-13 21:31:58,48.40755,-89.21551,0.0,112.0,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
6004211,477624800,2022-03-13 21:15:15,39.25237,-76.54435,0.0,60.1,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.1,74.0,A
6004863,356704000,2022-03-13 21:29:19,27.25924,-86.8239,11.8,164.4,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
6006706,311000813,2022-03-13 21:31:33,45.54906,-122.69381,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
6008065,367569690,2022-03-13 21:32:29,30.40597,-88.01777,0.8,12.9,511.0,G L 66,,WDG7675,70,,81.0,,,,B
6008099,477624800,2022-03-13 21:33:15,39.25207,-76.54413,0.0,321.0,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.0,74.0,A
6008949,403531001,2022-03-13 21:29:34,29.72555,-95.26841,0.0,168.5,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
6011507,477624800,2022-03-13 21:30:15,39.25234,-76.54444,0.0,11.0,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.0,74.0,A
6011712,212254000,2022-03-13 21:03:28,18.33562,-64.94775,0.0,151.8,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6013266,367569690,2022-03-13 21:30:58,30.40603,-88.0178,0.9,12.9,511.0,G L 66,,WDG7675,70,,81.0,,,,B
6015125,229161000,2022-03-13 21:30:39,37.21054,-76.11735,0.0,125.9,195.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
6016684,311000813,2022-03-13 21:34:30,45.549,-122.69376,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
6022923,403531001,2022-03-13 21:05:34,29.72554,-95.26837,0.0,168.5,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
6025435,538004337,2022-03-13 21:35:41,36.80154,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
6028665,367569690,2022-03-13 21:36:03,30.40617,-88.01794,0.2,360.0,511.0,G L 66,,WDG7675,70,,81.0,,,,B
6030967,356704000,2022-03-13 21:34:09,27.24396,-86.81902,11.8,163.8,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
6031582,403531001,2022-03-13 21:35:34,29.72555,-95.26839,0.0,168.5,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
6032458,212254000,2022-03-13 21:18:28,18.33563,-64.94775,0.0,137.0,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6034815,311000813,2022-03-13 21:37:31,45.54906,-122.69381,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
6036955,356704000,2022-03-13 21:36:09,27.23762,-86.8171,11.8,164.0,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
6038659,212254000,2022-03-13 21:36:31,18.33566,-64.94777,0.0,133.8,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6038675,212254000,2022-03-13 21:09:29,18.33563,-64.94775,0.0,157.7,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6038811,367569690,2022-03-13 21:38:34,30.40579,-88.01767,5.6,247.9,511.0,G L 66,,WDG7675,70,,81.0,,,,B
6039367,477624800,2022-03-13 21:36:15,39.2523,-76.54436,0.0,160.0,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.0,74.0,A
6042727,477624800,2022-03-13 21:39:15,39.25229,-76.54435,0.0,163.2,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.0,74.0,A
6045130,403531001,2022-03-13 21:38:34,29.72554,-95.2684,0.0,168.5,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
6047245,316026694,2022-03-13 21:40:58,48.40755,-89.21551,0.0,18.4,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
6053572,356704000,2022-03-13 21:22:58,27.27933,-86.8302,11.8,164.4,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
6059960,367569690,2022-03-13 21:42:03,30.40576,-88.0179,0.8,212.0,511.0,G L 66,,WDG7675,70,,81.0,,,,B
6062439,477624800,2022-03-13 21:24:15,39.25227,-76.54439,0.0,142.8,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.0,74.0,A
6063014,229161000,2022-03-13 21:42:39,37.21052,-76.11738,0.2,112.0,190.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
6063082,229161000,2022-03-13 21:24:40,37.21053,-76.11735,0.1,81.0,191.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
6063869,316026694,2022-03-13 21:43:58,48.40755,-89.2155,0.0,137.5,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
6066344,538004337,2022-03-13 21:44:36,36.80151,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
6069861,477624800,2022-03-13 21:45:15,39.25228,-76.54438,0.0,173.7,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.0,74.0,A
6075354,403531001,2022-03-13 21:26:34,29.72557,-95.26837,0.0,168.5,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
6078887,229161000,2022-03-13 21:45:44,37.21053,-76.11724,0.2,95.2,194.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
6079443,538004337,2022-03-13 21:17:41,36.80152,-76.28941,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
6081146,403531001,2022-03-13 21:47:34,29.72554,-95.26838,0.1,257.6,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
6084280,212254000,2022-03-13 21:48:28,18.33566,-64.94775,0.0,117.3,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6086406,356704000,2022-03-13 21:18:58,27.29197,-86.83422,11.8,163.6,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
6088869,356704000,2022-03-13 21:20:08,27.28824,-86.83303,11.8,164.3,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
6092300,538004337,2022-03-13 21:47:41,36.80152,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
6096897,212254000,2022-03-13 21:30:30,18.33563,-64.94774,0.0,116.9,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6098577,311000813,2022-03-13 21:49:37,45.54902,-122.6938,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
6099528,403531001,2022-03-13 21:32:34,29.72556,-95.2684,0.0,168.5,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
6100063,356704000,2022-03-13 21:32:18,27.24974,-86.82094,11.8,164.0,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
6100174,477624800,2022-03-13 21:51:15,39.2523,-76.54431,0.0,166.5,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.0,74.0,A
6101181,538004337,2022-03-13 21:50:40,36.80155,-76.28943,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
6103129,311000813,2022-03-13 21:52:30,45.54897,-122.69374,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
6103653,229161000,2022-03-13 21:51:45,37.21051,-76.11723,0.1,271.6,198.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
6104779,212254000,2022-03-13 21:33:31,18.33564,-64.94777,0.0,128.6,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6107100,367569690,2022-03-13 21:23:58,30.40623,-88.01805,3.6,2.3,511.0,G L 66,,WDG7675,70,,81.0,,,,B
6115999,311000813,2022-03-13 21:25:34,45.54908,-122.69386,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
6118866,367569690,2022-03-13 21:25:28,30.40584,-88.01796,0.5,14.9,511.0,G L 66,,WDG7675,70,,81.0,,,,B
6122215,316026694,2022-03-13 21:52:59,48.40756,-89.21551,0.0,250.7,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
6122883,477624800,2022-03-13 21:54:15,39.25232,-76.54433,0.0,169.9,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.0,74.0,A
6123316,229161000,2022-03-13 21:54:41,37.21056,-76.1173,0.1,340.2,195.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
6123905,356704000,2022-03-13 21:56:07,27.17407,-86.79782,12.0,165.7,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
6127067,316026694,2022-03-13 21:55:57,48.40756,-89.21551,0.0,122.4,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
6128630,403531001,2022-03-13 21:56:34,29.72555,-95.2684,0.0,254.9,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
6132661,538004337,2022-03-13 21:56:39,36.80153,-76.28939,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
6135006,477624800,2022-03-13 21:57:15,39.25226,-76.54439,0.0,163.0,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.0,74.0,A
6136721,311000813,2022-03-13 21:40:36,45.54903,-122.69383,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
6136987,367569690,2022-03-13 21:40:03,30.40653,-88.01713,1.7,360.0,511.0,G L 66,,WDG7675,70,,81.0,,,,B
6140202,316026694,2022-03-13 21:58:59,48.40756,-89.21551,0.0,280.0,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
6141497,538004337,2022-03-13 21:59:41,36.80151,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
6141585,403531001,2022-03-13 21:59:34,29.72555,-95.26842,0.1,216.9,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
6143390,356704000,2022-03-13 21:58:19,27.16701,-86.79576,11.9,164.6,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
6143833,311000813,2022-03-13 21:58:36,45.54902,-122.6938,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
6146161,212254000,2022-03-13 21:42:31,18.33564,-64.94777,0.0,118.9,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6148250,229161000,2022-03-13 22:00:40,37.21056,-76.11733,0.1,133.6,192.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
6150943,477624800,2022-03-13 22:00:15,39.25235,-76.54435,0.0,189.2,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.0,74.0,A
6151354,538004337,2022-03-13 21:32:43,36.80153,-76.2894,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
6157370,316026694,2022-03-13 22:01:58,48.40756,-89.21551,0.0,236.7,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
6158981,403531001,2022-03-13 22:02:34,29.72554,-95.26837,0.1,202.7,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
6159005,538004337,2022-03-13 22:02:38,36.80153,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
6161628,477624800,2022-03-13 22:03:15,39.25239,-76.54437,0.0,166.4,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.0,74.0,A
6162834,212254000,2022-03-13 22:03:30,18.33565,-64.94774,0.0,246.7,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6166724,229161000,2022-03-13 22:03:47,37.21057,-76.11727,0.1,106.0,195.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
6169694,311000813,2022-03-13 22:04:31,45.54902,-122.69385,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
6176586,538004337,2022-03-13 21:38:41,36.80154,-76.28943,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
6178512,316026694,2022-03-13 21:49:59,48.40756,-89.2155,0.0,303.7,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
6178766,477624800,2022-03-13 22:06:15,39.25235,-76.54436,0.0,190.8,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.0,74.0,A
6180998,229161000,2022-03-13 21:39:42,37.21057,-76.11753,0.2,115.8,186.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
6181574,212254000,2022-03-13 22:06:31,18.33565,-64.94775,0.0,246.7,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6186245,316026694,2022-03-13 22:07:59,48.40756,-89.2155,0.0,229.2,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
6187470,538004337,2022-03-13 22:08:39,36.80155,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
6191496,356704000,2022-03-13 22:08:38,27.13367,-86.78603,12.1,165.4,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
6192264,403531001,2022-03-13 21:41:34,29.72553,-95.2684,0.0,168.5,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
6193318,477624800,2022-03-13 22:09:15,39.25229,-76.54438,0.0,230.3,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.0,74.0,A
6196334,477624800,2022-03-13 21:42:15,39.25233,-76.54428,0.0,155.5,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.0,74.0,A
6197465,356704000,2022-03-13 22:11:19,27.12499,-86.78353,12.0,165.1,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
6199333,311000813,2022-03-13 21:43:36,45.54902,-122.69379,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
6199889,316026694,2022-03-13 22:10:58,48.40756,-89.2155,0.0,338.2,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
6200803,403531001,2022-03-13 21:44:34,29.72554,-95.2684,0.1,187.4,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
6202675,212254000,2022-03-13 22:12:28,18.33565,-64.94777,0.0,246.7,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6203267,311000813,2022-03-13 22:10:31,45.54901,-122.69381,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
6208113,403531001,2022-03-13 21:53:34,29.72555,-95.26839,0.0,254.9,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
6209602,403531001,2022-03-13 22:11:34,29.72554,-95.26842,0.0,218.1,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
6211093,311000813,2022-03-13 21:46:34,45.54903,-122.69384,0.0,64.5,328.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
6212943,538004337,2022-03-13 21:53:40,36.80153,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
6214568,477624800,2022-03-13 22:12:58,39.25227,-76.54439,0.0,211.8,308.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
6214971,311000813,2022-03-13 22:13:31,45.54897,-122.6938,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
6219189,403531001,2022-03-13 22:14:34,29.72554,-95.2684,0.0,218.1,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
6219500,477624800,2022-03-13 21:48:15,39.25237,-76.54433,0.0,88.2,308.0,EVER FORWARD,IMO9850551,VRTM7,74,5.0,334.0,48.0,13.0,74.0,A
6219666,316026694,2022-03-13 22:13:58,48.40756,-89.2155,0.0,203.3,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
6222863,403531001,2022-03-13 21:50:34,29.72554,-95.2684,0.0,254.9,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
6226666,477624800,2022-03-13 22:15:17,39.25222,-76.54457,0.1,279.6,308.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
6227032,538004337,2022-03-13 22:14:36,36.80154,-76.28942,0.0,70.6,74.0,OWL,IMO9441386,V7WM4,70,5.0,189.0,32.0,12.9,70.0,A
6227218,212254000,2022-03-13 22:15:32,18.33565,-64.94773,0.0,246.7,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6227227,212254000,2022-03-13 21:51:28,18.33566,-64.94775,0.0,113.4,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6228948,229161000,2022-03-13 22:15:37,37.2108,-76.11737,0.2,88.6,190.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
6230313,477624800,2022-03-13 22:16:27,39.25213,-76.54469,0.0,208.6,311.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
6231313,403531001,2022-03-13 22:17:34,29.72556,-95.26838,0.1,258.0,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
6231927,316026694,2022-03-13 22:16:59,48.40755,-89.2155,0.0,61.0,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
6237980,477624800,2022-03-13 22:17:37,39.25204,-76.54469,0.5,179.4,312.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
6239393,212254000,2022-03-13 22:00:31,18.33565,-64.94775,0.0,246.5,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6239411,212254000,2022-03-13 22:18:29,18.33566,-64.94777,0.0,246.7,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6240927,356704000,2022-03-13 22:18:09,27.1027,-86.77706,12.1,165.8,163.0,NAVIOS FANTASTIKS,IMO9325013,3EAJ2,70,0.0,288.0,45.0,18.2,70.0,A
6242613,477624800,2022-03-13 22:18:47,39.25187,-76.54461,0.5,159.3,311.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
6243258,316026694,2022-03-13 22:19:59,48.40756,-89.2155,0.0,186.8,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
6243921,477624800,2022-03-13 22:19:57,39.25157,-76.54448,1.0,149.0,311.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
6246139,311000813,2022-03-13 21:55:37,45.54899,-122.69379,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
6251040,477624800,2022-03-13 22:21:07,39.25142,-76.5441,1.2,142.8,310.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
6252545,212254000,2022-03-13 22:21:30,18.33567,-64.94775,0.0,246.7,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6252904,229161000,2022-03-13 22:21:37,37.21081,-76.11715,0.1,132.9,199.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
6253790,212254000,2022-03-13 21:57:28,18.33565,-64.94774,0.0,113.8,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6254536,311000813,2022-03-13 22:22:33,45.549,-122.69388,0.0,64.5,329.0,AFRICAN GANNET,IMO9749233,C6DX9,70,5.0,180.0,30.0,10.1,70.0,A
6257172,477624800,2022-03-13 22:22:17,39.25108,-76.54382,1.3,143.1,311.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
6260283,403531001,2022-03-13 22:05:34,29.72554,-95.26838,0.0,218.1,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
6261631,316026694,2022-03-13 22:04:58,48.40756,-89.2155,0.0,286.8,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
6263190,212254000,2022-03-13 22:24:30,18.33567,-64.94777,0.0,246.7,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6263503,229161000,2022-03-13 22:24:43,37.21083,-76.11714,0.1,96.0,199.0,IOLCOS HARMONY,IMO9429431,9HA3117,70,1.0,229.0,36.0,14.3,70.0,A
6263605,477624800,2022-03-13 22:23:26,39.25072,-76.54354,1.3,143.6,310.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
6263769,316026694,2022-03-13 22:22:59,48.40756,-89.2155,0.0,154.6,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
6266897,477624800,2022-03-13 22:24:27,39.2504,-76.54319,1.4,139.6,306.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
6272340,212254000,2022-03-13 22:09:31,18.33565,-64.94775,0.0,246.7,180.0,ISLAND EXPRESS,IMO8716954,C4TA2,70,5.0,125.0,15.0,5.3,70.0,A
6272892,316026694,2022-03-13 22:25:58,48.40756,-89.2155,0.0,345.8,346.0,CSL ST-LAURENT,IMO9665281,CFK5152,70,5.0,225.0,23.0,9.0,70.0,A
6275234,477624800,2022-03-13 22:25:36,39.25006,-76.54277,1.2,135.1,300.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
6275794,477624800,2022-03-13 22:26:48,39.24983,-76.54246,1.1,140.7,294.0,EVER FORWARD,IMO9850551,VRTM7,74,0.0,334.0,48.0,13.0,74.0,A
6276580,403531001,2022-03-13 22:26:34,29.72553,-95.26841,0.0,233.5,276.0,BAHRI JEDDAH,IMO9626522,HZFG,70,5.0,224.0,32.0,9.5,79.0,A
