,BaseDateTime,MMSI,LAT,LON,SOG,COG,Heading
0,2022-02-02 00:02:13,219003217,54.909097,9.781608,0.0,,26.0
2,2022-02-02 00:05:12,219003217,54.909127,9.781627,0.0,,25.0
5,2022-02-02 00:08:11,219003217,54.909112,9.781652,0.0,,23.0
6,2022-02-02 00:08:41,209183000,54.726163,13.651833,15.0,155.0,155.0
8,2022-02-02 00:11:12,219003217,54.909103,9.781637,0.0,,21.0
9,2022-02-02 00:11:17,209183000,54.716323,13.659665,15.0,152.0,154.0
13,2022-02-02 00:14:10,219003217,54.909075,9.781653,0.0,,22.0
15,2022-02-02 00:17:10,219003217,54.909118,9.781632,0.0,,21.0
19,2022-02-02 00:20:11,219003217,54.909103,9.781638,0.0,,22.0
27,2022-02-02 00:32:12,219003217,54.909113,9.781642,0.0,,22.0
29,2022-02-02 00:35:11,219003217,54.909117,9.781628,0.0,,23.0
34,2022-02-02 00:41:10,219003217,54.909093,9.781672,0.0,,20.0
39,2022-02-02 00:47:11,219003217,54.909078,9.78165,0.0,,23.0
42,2022-02-02 00:50:12,219003217,54.909088,9.78163,0.0,,25.0
43,2022-02-02 00:53:13,219003217,54.909095,9.78166,0.0,,20.0
46,2022-02-02 00:56:12,219003217,54.909085,9.781652,0.0,,27.0
47,2022-02-02 00:59:11,219003217,54.909103,9.781658,0.0,,20.0
50,2022-02-02 01:02:10,219003217,54.909108,9.78165,0.1,50.4,24.0
51,2022-02-02 01:05:13,219003217,54.909098,9.781627,0.0,,21.0
56,2022-02-02 01:11:12,219003217,54.909072,9.781623,0.0,,25.0
60,2022-02-02 01:14:13,219003217,54.90908,9.781623,0.0,,21.0
62,2022-02-02 01:17:12,219003217,54.909097,9.781627,0.0,,22.0
66,2022-02-02 01:20:11,219003217,54.909097,9.781652,0.0,,20.0
67,2022-02-02 01:23:13,219003217,54.909077,9.781652,0.0,,20.0
71,2022-02-02 01:26:11,219003217,54.909072,9.781648,0.0,,23.0
73,2022-02-02 01:29:12,219003217,54.909088,9.781602,0.0,,21.0
76,2022-02-02 01:31:17,211187510,54.248228,9.61534,7.8,13.5,17.0
77,2022-02-02 01:32:12,219003217,54.909093,9.78163,0.0,,24.0
78,2022-02-02 01:32:36,211187510,54.251038,9.616655,7.8,3.0,3.0
79,2022-02-02 01:33:03,211187510,54.25092,9.616945,5.2,184.0,194.0
80,2022-02-02 01:33:10,211187510,54.250725,9.616817,5.7,192.4,195.0
81,2022-02-02 01:35:12,219003217,54.909063,9.781665,0.0,,23.0
84,2022-02-02 01:38:11,219003217,54.909063,9.78166,0.0,,20.0
86,2022-02-02 01:41:10,219003217,54.909062,9.781668,0.0,,20.0
89,2022-02-02 01:43:17,211187510,54.244422,9.61437,0.0,245.3,201.0
90,2022-02-02 01:44:11,219003217,54.909062,9.781642,0.0,,22.0
92,2022-02-02 01:47:10,219003217,54.909077,9.781642,0.0,,21.0
95,2022-02-02 01:50:10,219003217,54.909087,9.78164,0.0,,22.0
98,2022-02-02 01:56:13,219003217,54.909055,9.781602,0.2,55.9,24.0
100,2022-02-02 01:59:10,219003217,54.909058,9.781643,0.0,,25.0
103,2022-02-02 02:00:47,211187510,54.244425,9.614355,0.0,253.6,201.0
104,2022-02-02 02:01:36,211187510,54.244425,9.614365,0.0,241.5,201.0
105,2022-02-02 02:02:12,219003217,54.909047,9.78165,0.0,,25.0
107,2022-02-02 02:05:10,219003217,54.90908,9.781623,0.0,,25.0
111,2022-02-02 02:08:11,219003217,54.909062,9.781675,0.0,,24.0
113,2022-02-02 02:11:11,219003217,54.909063,9.781687,0.0,,24.0
116,2022-02-02 02:14:10,219003217,54.909073,9.78166,0.0,,23.0
117,2022-02-02 02:14:47,211187510,54.244435,9.614368,0.0,243.5,201.0
118,2022-02-02 02:17:10,219003217,54.909083,9.78166,0.0,,20.0
121,2022-02-02 02:18:37,211187510,54.244418,9.614375,0.0,261.3,201.0
122,2022-02-02 02:20:12,219003217,54.909078,9.781618,0.0,,25.0
124,2022-02-02 02:23:11,219003217,54.90908,9.78164,0.0,,22.0
128,2022-02-02 02:24:33,211187510,54.250575,9.616852,2.9,154.0,198.0
129,2022-02-02 02:26:10,219003217,54.90908,9.781668,0.0,,23.0
131,2022-02-02 02:29:11,219003217,54.909098,9.781668,0.0,,22.0
134,2022-02-02 02:32:13,219003217,54.909117,9.781653,0.0,,21.0
136,2022-02-02 02:33:07,211187510,54.244415,9.614392,0.0,255.1,201.0
137,2022-02-02 02:34:37,211187510,54.244422,9.614383,0.0,285.5,200.0
138,2022-02-02 02:35:12,219003217,54.909093,9.781673,0.0,,24.0
140,2022-02-02 02:38:12,219003217,54.909107,9.78162,0.0,,25.0
142,2022-02-02 02:41:13,219003217,54.909088,9.78166,0.0,,22.0
146,2022-02-02 02:44:12,219003217,54.909088,9.781678,0.0,,20.0
147,2022-02-02 02:47:13,219003217,54.909087,9.781685,0.0,,20.0
149,2022-02-02 02:50:11,219003217,54.909123,9.78165,0.1,6.2,21.0
151,2022-02-02 02:53:11,219003217,54.90908,9.781645,0.0,,19.0
155,2022-02-02 02:56:10,219003217,54.909077,9.78172,0.0,,23.0
159,2022-02-02 03:02:10,219003217,54.909083,9.781655,0.0,,27.0
163,2022-02-02 03:08:10,219003217,54.909107,9.78165,0.0,,22.0
167,2022-02-02 03:14:10,219003217,54.909083,9.781647,0.1,45.6,21.0
171,2022-02-02 03:20:11,219003217,54.909087,9.781625,0.0,,25.0
173,2022-02-02 03:23:13,219003217,54.909083,9.781667,0.0,,25.0
177,2022-02-02 03:26:12,219003217,54.909092,9.781627,0.0,,20.0
179,2022-02-02 03:29:10,219003217,54.90909,9.781603,0.0,,22.0
182,2022-02-02 03:32:13,219003217,54.90909,9.781652,0.0,,26.0
184,2022-02-02 03:35:11,219003217,54.9091,9.781653,0.0,,18.0
186,2022-02-02 03:38:13,219003217,54.909062,9.781635,0.0,,23.0
188,2022-02-02 03:41:13,219003217,54.9091,9.781618,0.0,,23.0
192,2022-02-02 03:44:11,219003217,54.90908,9.781615,0.0,,22.0
193,2022-02-02 03:47:11,219003217,54.909115,9.781598,0.0,,25.0
198,2022-02-02 03:56:51,211187510,54.249573,9.615962,8.1,14.7,11.0
203,2022-02-02 04:02:11,219003217,54.909077,9.781598,0.1,34.2,21.0
204,2022-02-02 04:05:11,219003217,54.909093,9.781632,0.0,,26.0
206,2022-02-02 04:08:10,219003217,54.909078,9.781605,0.1,52.3,23.0
208,2022-02-02 04:11:11,219003217,54.909058,9.781613,0.0,,23.0
211,2022-02-02 04:17:13,219003217,54.909077,9.78161,0.0,,23.0
215,2022-02-02 04:20:13,219003217,54.909072,9.781593,0.1,65.2,25.0
216,2022-02-02 04:23:11,219003217,54.909055,9.781585,0.0,,23.0
220,2022-02-02 04:26:13,219003217,54.909035,9.781543,0.0,,26.0
224,2022-02-02 04:32:13,219003217,54.909068,9.781647,0.0,,23.0
226,2022-02-02 04:35:10,219003217,54.909068,9.781633,0.0,,23.0
231,2022-02-02 04:40:07,211187510,54.248227,9.6154,7.0,192.5,193.0
232,2022-02-02 04:40:10,211187510,54.248112,9.615343,6.7,194.9,195.0
233,2022-02-02 04:41:11,219003217,54.909077,9.781673,0.0,,22.0
236,2022-02-02 04:44:10,219003217,54.909065,9.781678,0.0,,24.0
238,2022-02-02 04:47:11,219003217,54.909093,9.781677,0.1,251.4,24.0
242,2022-02-02 04:50:12,219003217,54.909067,9.781662,0.1,234.8,23.0
244,2022-02-02 04:53:11,219003217,54.909072,9.781673,0.0,,23.0
248,2022-02-02 04:56:10,219003217,54.90908,9.781637,0.0,,20.0
250,2022-02-02 04:59:12,219003217,54.909073,9.78169,0.0,,22.0
253,2022-02-02 05:02:11,219003217,54.90906,9.781663,0.0,,24.0
255,2022-02-02 05:05:10,219003217,54.909093,9.781648,0.0,,22.0
257,2022-02-02 05:08:11,219003217,54.909083,9.781638,0.0,,23.0
259,2022-02-02 05:11:12,219003217,54.909073,9.781643,0.0,,24.0
263,2022-02-02 05:14:11,219003217,54.90908,9.78165,0.0,,21.0
265,2022-02-02 05:17:12,219003217,54.909098,9.781622,0.0,,21.0
268,2022-02-02 05:20:11,219003217,54.909078,9.781637,0.0,,20.0
270,2022-02-02 05:23:11,219003217,54.909082,9.78168,0.0,,22.0
274,2022-02-02 05:26:12,219003217,54.909087,9.781658,0.0,,21.0
276,2022-02-02 05:29:13,219003217,54.90907,9.781713,0.0,,21.0
280,2022-02-02 05:32:12,219003217,54.909087,9.781653,0.0,,21.0
284,2022-02-02 05:38:11,219003217,54.9091,9.781602,0.0,,24.0
286,2022-02-02 05:41:10,219003217,54.909102,9.781618,0.1,223.2,20.0
289,2022-02-02 05:43:07,211187510,54.244423,9.614373,0.0,172.1,200.0
290,2022-02-02 05:44:11,219003217,54.909102,9.781633,0.0,,20.0
294,2022-02-02 05:50:10,219003217,54.909117,9.781618,0.0,,19.0
296,2022-02-02 05:53:12,219003217,54.90912,9.781638,0.0,,24.0
300,2022-02-02 05:56:11,219003217,54.909092,9.781648,0.0,,24.0
302,2022-02-02 05:59:10,219003217,54.909112,9.781597,0.0,,23.0
306,2022-02-02 06:02:12,219003217,54.909087,9.781612,0.0,,27.0
308,2022-02-02 06:05:13,219003217,54.909078,9.78164,0.0,,23.0
312,2022-02-02 06:08:12,219003217,54.909068,9.781652,0.0,,22.0
316,2022-02-02 06:14:51,211187510,54.245267,9.614455,8.0,191.8,190.0
320,2022-02-02 06:23:13,219003217,54.909092,9.781628,0.0,,24.0
325,2022-02-02 06:29:10,219003217,54.909107,9.781645,0.0,,22.0
328,2022-02-02 06:32:11,219003217,54.9091,9.781633,0.0,,24.0
332,2022-02-02 06:38:10,219003217,54.909107,9.781627,0.0,,22.0
337,2022-02-02 06:42:57,211187510,54.244433,9.614372,0.0,270.9,199.0
338,2022-02-02 06:44:13,219003217,54.909128,9.781643,0.1,234.2,23.0
340,2022-02-02 06:47:10,219003217,54.909117,9.781622,0.0,,22.0
345,2022-02-02 06:53:11,219003217,54.909128,9.781613,0.0,,20.0
348,2022-02-02 06:53:56,211187510,54.244437,9.614373,0.0,310.2,200.0
349,2022-02-02 06:56:13,219003217,54.909117,9.781597,0.1,331.3,24.0
351,2022-02-02 06:56:56,211187510,54.244437,9.614368,0.0,280.0,200.0
352,2022-02-02 06:59:12,219003217,54.909117,9.78161,0.0,,28.0
356,2022-02-02 07:00:16,211187510,54.244443,9.614363,0.0,113.0,200.0
358,2022-02-02 07:05:11,219003217,54.909113,9.781607,0.0,,27.0
366,2022-02-02 07:14:13,219003217,54.909108,9.78161,0.0,,23.0
371,2022-02-02 07:20:10,219003217,54.909097,9.781563,0.0,,21.0
372,2022-02-02 07:20:36,211187510,54.2444,9.614365,0.0,329.5,200.0
376,2022-02-02 07:26:11,219003217,54.909078,9.781598,0.0,,25.0
381,2022-02-02 07:32:12,219003217,54.90907,9.781608,0.0,,25.0
383,2022-02-02 07:34:26,211187510,54.24443,9.614405,0.0,356.1,201.0
384,2022-02-02 07:35:10,219003217,54.909063,9.781622,0.0,,23.0
388,2022-02-02 07:38:13,219003217,54.909105,9.781627,0.0,,24.0
390,2022-02-02 07:40:25,211187510,54.249047,9.615288,7.9,19.4,31.0
391,2022-02-02 07:41:13,219003217,54.909103,9.781617,0.1,22.9,21.0
395,2022-02-02 07:44:11,219003217,54.909092,9.781603,0.0,,21.0
397,2022-02-02 07:47:10,219003217,54.909097,9.781597,0.0,,25.0
401,2022-02-02 07:50:12,219003217,54.9091,9.78158,0.0,,23.0
403,2022-02-02 07:51:50,211187510,54.239332,9.610878,7.1,21.6,69.0
406,2022-02-02 07:56:12,219003217,54.909088,9.781565,0.0,,24.0
411,2022-02-02 08:05:13,219003217,54.909097,9.781592,0.0,,21.0
414,2022-02-02 08:08:13,219003217,54.909088,9.781582,0.0,,21.0
415,2022-02-02 08:11:12,219003217,54.909073,9.781612,0.1,22.5,22.0
418,2022-02-02 08:14:12,219003217,54.909083,9.781607,0.0,,27.0
420,2022-02-02 08:16:57,211187510,54.244425,9.614365,0.0,338.8,200.0
421,2022-02-02 08:17:12,219003217,54.909075,9.781588,0.1,44.2,23.0
424,2022-02-02 08:20:13,219003217,54.909065,9.78163,0.0,,24.0
428,2022-02-02 08:26:10,219003217,54.909078,9.781622,0.0,,23.0
429,2022-02-02 08:26:56,211187510,54.24442,9.614383,0.0,338.8,200.0
431,2022-02-02 08:29:11,219003217,54.909075,9.781603,0.0,,25.0
436,2022-02-02 08:35:11,219003217,54.909087,9.78163,0.0,,24.0
438,2022-02-02 08:38:11,219003217,54.909072,9.781647,0.0,,22.0
440,2022-02-02 08:39:56,211187510,54.244403,9.614377,0.0,343.9,200.0
441,2022-02-02 08:41:11,219003217,54.909077,9.78164,0.0,,20.0
444,2022-02-02 08:44:11,219003217,54.909073,9.781618,0.0,,26.0
446,2022-02-02 08:47:10,219003217,54.909053,9.781672,0.0,,23.0
450,2022-02-02 08:48:36,211187510,54.250743,9.616453,6.6,24.9,117.0
451,2022-02-02 08:48:43,211187510,54.25068,9.616603,3.1,90.1,194.0
452,2022-02-02 08:50:23,211187510,54.248672,9.615413,5.1,56.7,120.0
453,2022-02-02 08:53:12,219003217,54.909078,9.781613,0.0,,25.0
455,2022-02-02 08:53:26,211187510,54.244358,9.614475,0.1,193.7,22.0
457,2022-02-02 08:56:11,219003217,54.909083,9.781623,0.0,,24.0
459,2022-02-02 08:59:11,219003217,54.909075,9.781633,0.0,,22.0
464,2022-02-02 09:08:10,219003217,54.90908,9.781617,0.0,,25.0
465,2022-02-02 09:11:10,219003217,54.909077,9.781612,0.0,,26.0
469,2022-02-02 09:14:11,219003217,54.90907,9.781625,0.0,,24.0
470,2022-02-02 09:17:12,219003217,54.90911,9.781582,0.0,,25.0
472,2022-02-02 09:20:12,219003217,54.90909,9.781582,0.0,,25.0
474,2022-02-02 09:23:10,219003217,54.90906,9.781658,0.0,,24.0
478,2022-02-02 09:26:13,219003217,54.909088,9.781617,0.0,,21.0
480,2022-02-02 09:29:12,219003217,54.909055,9.781632,0.0,,24.0
484,2022-02-02 09:35:10,219003217,54.90908,9.781622,0.0,,20.0
488,2022-02-02 09:38:10,219003217,54.90908,9.781643,0.0,,25.0
491,2022-02-02 09:44:12,219003217,54.909085,9.781638,0.0,,22.0
493,2022-02-02 09:47:11,219003217,54.909072,9.781667,0.0,,25.0
501,2022-02-02 09:56:12,219003217,54.909092,9.781668,0.0,,22.0
503,2022-02-02 09:59:12,219003217,54.909047,9.78164,0.0,,23.0
507,2022-02-02 10:02:11,219003217,54.90901,9.781622,0.0,,19.0
509,2022-02-02 10:05:13,219003217,54.90902,9.781628,0.0,,25.0
513,2022-02-02 10:08:10,219003217,54.908987,9.78158,0.0,,22.0
518,2022-02-02 10:14:10,219003217,54.909073,9.781633,0.1,53.5,25.0
523,2022-02-02 10:22:11,219003217,54.909043,9.781657,0.0,,23.0
524,2022-02-02 10:22:14,219003217,54.909048,9.781648,0.0,,24.0
527,2022-02-02 10:23:30,211626110,54.099132,9.32905,7.3,12.2,10.0
529,2022-02-02 10:25:12,219003217,54.909052,9.781683,0.0,,24.0
531,2022-02-02 10:28:12,219003217,54.909062,9.781653,0.0,,23.0
535,2022-02-02 10:31:13,219003217,54.909078,9.781638,0.0,,25.0
537,2022-02-02 10:34:13,219003217,54.909073,9.781687,0.0,,21.0
540,2022-02-02 10:37:12,219003217,54.909087,9.781658,0.1,34.0,21.0
544,2022-02-02 10:43:11,219003217,54.909065,9.781613,0.0,,24.0
545,2022-02-02 10:46:11,219003217,54.909087,9.78164,0.0,,25.0
548,2022-02-02 10:49:12,219003217,54.909078,9.781672,0.0,,21.0
550,2022-02-02 10:52:13,219003217,54.909078,9.78169,0.0,,23.0
554,2022-02-02 10:58:13,219003217,54.909083,9.781653,0.0,,24.0
555,2022-02-02 10:58:53,211626110,54.151037,9.36822,2.8,57.6,57.0
559,2022-02-02 11:00:11,211626110,54.151795,9.370032,4.8,48.4,48.0
560,2022-02-02 11:01:11,219003217,54.909073,9.781642,0.0,,21.0
562,2022-02-02 11:03:34,211187510,54.248788,9.615502,6.1,188.8,197.0
563,2022-02-02 11:03:43,211187510,54.248543,9.61536,6.1,196.6,192.0
564,2022-02-02 11:04:12,219003217,54.909062,9.781663,0.0,,24.0
565,2022-02-02 11:04:37,211626110,54.156105,9.381773,7.2,64.1,66.0
566,2022-02-02 11:04:50,211626110,54.156305,9.38249,7.2,65.2,66.0
567,2022-02-02 11:05:24,211626110,54.156753,9.384205,7.2,66.6,66.0
570,2022-02-02 11:05:30,211626110,54.156833,9.384518,7.2,66.6,65.0
571,2022-02-02 11:05:50,211626110,54.1571,9.385568,7.3,66.5,68.0
573,2022-02-02 11:06:20,211626110,54.157497,9.387157,7.3,67.1,66.0
574,2022-02-02 11:07:30,211626110,54.158413,9.390853,7.3,66.8,66.0
575,2022-02-02 11:07:47,211626110,54.158638,9.391748,7.3,66.6,66.0
576,2022-02-02 11:08:14,211626110,54.158995,9.393177,7.3,67.0,64.0
577,2022-02-02 11:08:30,211626110,54.159212,9.394017,7.3,65.8,65.0
578,2022-02-02 11:08:43,211626110,54.159405,9.39475,7.3,65.7,67.0
579,2022-02-02 11:08:50,211626110,54.159487,9.395065,7.3,66.4,68.0
580,2022-02-02 11:10:12,219003217,54.90905,9.78168,0.0,,25.0
581,2022-02-02 11:10:30,211626110,54.160797,9.400492,7.5,68.2,70.0
585,2022-02-02 11:13:10,219003217,54.90905,9.781657,0.0,,26.0
586,2022-02-02 11:13:43,211626110,54.163232,9.410918,7.5,66.5,64.0
587,2022-02-02 11:13:57,211626110,54.163442,9.41173,7.5,66.2,65.0
589,2022-02-02 11:14:54,211626110,54.164242,9.414797,7.6,66.1,65.0
590,2022-02-02 11:15:07,211626110,54.164442,9.415568,7.6,66.4,65.0
591,2022-02-02 11:15:30,211626110,54.164757,9.416783,7.7,65.6,65.0
592,2022-02-02 11:15:44,211626110,54.16496,9.417553,7.7,65.6,63.0
593,2022-02-02 11:15:50,211626110,54.165048,9.417883,7.6,65.5,62.0
594,2022-02-02 11:16:13,219003217,54.909063,9.781655,0.0,,23.0
595,2022-02-02 11:16:37,211626110,54.165778,9.420422,7.6,62.9,62.0
596,2022-02-02 11:16:44,211626110,54.16589,9.420795,7.6,63.1,61.0
597,2022-02-02 11:17:03,211626110,54.166208,9.421862,7.6,63.3,61.0
598,2022-02-02 11:17:10,211626110,54.166303,9.42218,7.6,63.1,60.0
601,2022-02-02 11:17:44,211626110,54.166845,9.423977,7.5,63.4,64.0
603,2022-02-02 11:19:11,219003217,54.909067,9.781638,0.0,,20.0
604,2022-02-02 11:19:37,211626110,54.168613,9.429928,7.5,61.6,59.0
605,2022-02-02 11:19:50,211626110,54.16883,9.430603,7.5,61.1,60.0
606,2022-02-02 11:20:13,211626110,54.169228,9.43185,7.5,61.8,62.0
607,2022-02-02 11:20:16,211626110,54.169262,9.431955,7.5,62.1,62.0
608,2022-02-02 11:20:43,211626110,54.169712,9.433417,7.5,62.2,61.0
610,2022-02-02 11:22:04,211626110,54.171072,9.437593,7.7,60.4,59.0
611,2022-02-02 11:22:10,211626110,54.171195,9.43796,7.7,60.4,59.0
612,2022-02-02 11:22:12,219003217,54.909063,9.781658,0.0,,24.0
616,2022-02-02 11:25:13,211626110,54.174288,9.44768,7.6,62.8,64.0
617,2022-02-02 11:25:36,211626110,54.174633,9.448867,7.6,64.3,66.0
618,2022-02-02 11:25:47,211626110,54.1748,9.449467,7.6,65.1,66.0
619,2022-02-02 11:26:11,211626110,54.175147,9.450783,7.6,66.0,67.0
620,2022-02-02 11:26:23,211626110,54.175317,9.451443,7.6,66.5,66.0
622,2022-02-02 11:27:23,211626110,54.176178,9.45481,7.6,66.0,67.0
623,2022-02-02 11:27:44,211626110,54.176458,9.45591,7.6,66.9,68.0
624,2022-02-02 11:27:50,211626110,54.176542,9.456242,7.6,67.2,68.0
625,2022-02-02 11:28:10,219003217,54.90907,9.781692,0.0,,22.0
626,2022-02-02 11:28:10,211626110,54.176822,9.457403,7.5,68.1,68.0
627,2022-02-02 11:28:14,211626110,54.17686,9.457568,7.5,68.1,68.0
628,2022-02-02 11:28:44,211626110,54.177242,9.459218,7.5,68.9,68.0
631,2022-02-02 11:31:13,219003217,54.909072,9.781637,0.0,,24.0
632,2022-02-02 11:31:20,211626110,54.179205,9.467952,7.7,70.2,72.0
633,2022-02-02 11:31:51,211626110,54.17957,9.46973,7.7,70.8,70.0
634,2022-02-02 11:32:14,211626110,54.179842,9.471055,7.7,70.7,70.0
635,2022-02-02 11:32:23,211626110,54.17996,9.47163,7.7,70.5,70.0
636,2022-02-02 11:32:24,211626110,54.17996,9.47163,7.7,70.5,70.0
637,2022-02-02 11:32:44,211626110,54.180198,9.472777,7.7,70.6,71.0
638,2022-02-02 11:32:47,211626110,54.180235,9.472948,7.7,70.6,71.0
640,2022-02-02 11:33:11,211626110,54.180507,9.474322,7.7,71.5,73.0
641,2022-02-02 11:34:23,211626110,54.181332,9.478447,7.7,69.8,69.0
645,2022-02-02 11:37:37,211626110,54.183662,9.489347,7.6,70.1,70.0
646,2022-02-02 11:38:04,211626110,54.183977,9.490865,7.6,71.1,73.0
647,2022-02-02 11:38:37,211626110,54.184347,9.492723,7.5,71.0,70.0
649,2022-02-02 11:39:10,211626110,54.184718,9.494582,7.6,71.5,71.0
650,2022-02-02 11:39:37,211626110,54.18502,9.496115,7.6,71.2,72.0
651,2022-02-02 11:39:56,211626110,54.185228,9.497195,7.6,72.1,71.0
652,2022-02-02 11:40:04,211626110,54.185315,9.497648,7.6,71.9,69.0
653,2022-02-02 11:40:13,219003217,54.909077,9.781655,0.0,,23.0
654,2022-02-02 11:40:44,211626110,54.18576,9.499907,7.6,71.2,70.0
655,2022-02-02 11:40:56,211626110,54.185895,9.500583,7.6,70.8,70.0
656,2022-02-02 11:41:14,211626110,54.186102,9.501598,7.6,70.9,71.0
657,2022-02-02 11:41:16,211626110,54.186123,9.50171,7.6,71.0,71.0
660,2022-02-02 11:41:24,211626110,54.186213,9.50216,7.5,71.2,71.0
661,2022-02-02 11:41:30,211626110,54.18628,9.502498,7.5,71.2,70.0
663,2022-02-02 11:42:16,211626110,54.186802,9.505085,7.6,70.7,70.0
664,2022-02-02 11:42:31,211626110,54.186975,9.505928,7.6,70.4,70.0
665,2022-02-02 11:43:37,211626110,54.18774,9.509622,7.5,70.2,68.0
666,2022-02-02 11:43:57,211626110,54.18798,9.510737,7.5,69.6,71.0
667,2022-02-02 11:44:01,211626110,54.188028,9.51096,7.6,69.9,71.0
668,2022-02-02 11:44:03,211626110,54.188052,9.51107,7.6,69.9,70.0
669,2022-02-02 11:45:54,211626110,54.189393,9.517293,7.6,69.4,67.0
670,2022-02-02 11:46:00,211626110,54.189468,9.517628,7.6,69.1,68.0
671,2022-02-02 11:46:04,211626110,54.189518,9.517852,7.6,69.1,69.0
672,2022-02-02 11:46:13,219003217,54.909068,9.781635,0.0,,22.0
675,2022-02-02 11:49:13,219003217,54.909057,9.781698,0.0,,23.0
676,2022-02-02 11:50:24,211626110,54.192682,9.532502,7.6,69.4,69.0
677,2022-02-02 11:50:40,211626110,54.192892,9.533455,7.6,69.1,69.0
678,2022-02-02 11:50:43,211626110,54.192917,9.533567,7.6,69.0,69.0
680,2022-02-02 11:50:57,211626110,54.193095,9.534355,7.7,68.8,69.0
681,2022-02-02 11:51:10,211626110,54.193262,9.535087,7.7,68.7,68.0
682,2022-02-02 11:51:50,211626110,54.193778,9.537343,7.7,68.7,68.0
683,2022-02-02 11:52:10,219003217,54.90907,9.781678,0.0,,23.0
684,2022-02-02 11:52:50,211626110,54.194553,9.540713,7.6,68.0,66.0
685,2022-02-02 11:53:03,211626110,54.194727,9.541437,7.6,67.4,67.0
686,2022-02-02 11:53:10,211626110,54.194822,9.541828,7.7,67.4,66.0
689,2022-02-02 11:53:30,211626110,54.195097,9.542942,7.7,66.7,63.0
690,2022-02-02 11:53:30,211626110,54.195097,9.542942,7.7,66.6,63.0
691,2022-02-02 11:53:40,211626110,54.195238,9.543497,7.7,65.7,60.0
692,2022-02-02 11:53:43,211626110,54.195297,9.543717,7.7,65.3,60.0
693,2022-02-02 11:53:46,211626110,54.195342,9.543882,7.7,64.8,59.0
695,2022-02-02 11:53:56,211626110,54.195495,9.544422,7.6,63.4,57.0
696,2022-02-02 11:54:10,211626110,54.195707,9.545113,7.6,61.5,55.0
697,2022-02-02 11:54:18,211626110,54.195842,9.545532,7.6,60.3,55.0
698,2022-02-02 11:55:04,211626110,54.196692,9.547882,7.7,57.0,53.0
699,2022-02-02 11:55:11,219003217,54.909053,9.781635,0.0,,23.0
704,2022-02-02 12:01:12,219003217,54.909065,9.781662,0.0,,25.0
705,2022-02-02 12:01:30,211626110,54.204977,9.566078,7.4,50.3,51.0
706,2022-02-02 12:01:40,211626110,54.205192,9.566525,7.4,50.9,52.0
707,2022-02-02 12:02:23,211626110,54.206087,9.568483,7.3,52.5,51.0
709,2022-02-02 12:03:50,211626110,54.207908,9.572442,7.4,51.3,51.0
710,2022-02-02 12:03:57,211626110,54.208057,9.57276,7.4,51.5,49.0
711,2022-02-02 12:04:03,211626110,54.208205,9.57308,7.4,51.3,48.0
712,2022-02-02 12:04:10,219003217,54.90907,9.781653,0.0,,23.0
713,2022-02-02 12:04:17,211626110,54.208487,9.57367,7.4,50.5,46.0
714,2022-02-02 12:04:30,211626110,54.208773,9.57425,7.3,49.2,46.0
715,2022-02-02 12:04:50,211626110,54.209218,9.575127,7.4,48.9,48.0
716,2022-02-02 12:05:17,211626110,54.209815,9.576322,7.4,50.1,51.0
717,2022-02-02 12:05:24,211626110,54.209967,9.576635,7.4,50.5,51.0
718,2022-02-02 12:05:37,211626110,54.210247,9.577222,7.3,51.1,51.0
719,2022-02-02 12:05:43,211626110,54.210373,9.577493,7.3,51.3,51.0
720,2022-02-02 12:05:47,211626110,54.210458,9.577675,7.3,51.4,51.0
722,2022-02-02 12:06:24,211626110,54.211242,9.579338,7.3,50.8,48.0
723,2022-02-02 12:07:10,219003217,54.909057,9.781662,0.1,50.1,25.0
724,2022-02-02 12:07:10,211626110,54.212225,9.581368,7.3,49.2,44.0
725,2022-02-02 12:07:17,211626110,54.21238,9.581672,7.3,48.6,44.0
726,2022-02-02 12:07:37,211626110,54.21283,9.58253,7.3,47.8,48.0
728,2022-02-02 12:09:50,211626110,54.215872,9.588315,7.3,46.6,43.0
729,2022-02-02 12:09:57,211626110,54.216033,9.588608,7.3,46.3,43.0
730,2022-02-02 12:10:11,219003217,54.90907,9.781672,0.0,,22.0
734,2022-02-02 12:14:00,211626110,54.22248,9.59733,7.4,32.7,31.0
735,2022-02-02 12:14:10,211626110,54.222768,9.597645,7.4,32.5,31.0
737,2022-02-02 12:15:37,211626110,54.22528,9.600343,7.4,31.0,29.0
738,2022-02-02 12:16:12,219003217,54.90906,9.781693,0.0,,20.0
739,2022-02-02 12:16:37,211626110,54.227045,9.602135,7.4,29.8,26.0
740,2022-02-02 12:17:00,211626110,54.22776,9.602817,7.4,28.4,24.0
742,2022-02-02 12:17:23,211626110,54.22843,9.603407,7.4,26.5,21.0
744,2022-02-02 12:18:48,211626110,54.231082,9.605407,7.4,22.1,18.0
745,2022-02-02 12:19:10,211626110,54.23178,9.605877,7.4,21.1,18.0
747,2022-02-02 12:21:37,211626110,54.236555,9.608897,7.4,19.6,16.0
748,2022-02-02 12:22:12,219003217,54.909088,9.781692,0.0,,25.0
749,2022-02-02 12:22:30,211626110,54.238195,9.609897,6.8,19.7,17.0
750,2022-02-02 12:22:48,211626110,54.238713,9.610223,6.6,20.0,17.0
751,2022-02-02 12:22:50,211626110,54.23877,9.61026,6.5,20.0,18.0
