,BaseDateTime,MMSI,LAT,LON,SOG,COG,Heading
5985,2022-02-02 21:56:46,211626110,54.57092,11.003685,7.9,86.0,88.0
5986,2022-02-02 21:56:47,219039000,53.868717,7.881783,7.1,238.3,246.0
5988,2022-02-02 21:56:50,211626110,54.57093,11.003935,7.9,85.8,86.0
5989,2022-02-02 21:56:50,219039000,53.86865,7.8816,7.2,240.7,245.0
5990,2022-02-02 21:56:53,219039000,53.868617,7.8815,7.1,234.1,244.0
5991,2022-02-02 21:56:53,211626110,54.570938,11.004123,7.9,85.8,85.0
5992,2022-02-02 21:56:57,219039000,53.868533,7.881317,7.3,236.8,243.0
5993,2022-02-02 21:56:57,211626110,54.570947,11.00431,7.9,85.6,85.0
5994,2022-02-02 21:56:59,219039000,53.868483,7.881183,7.1,235.7,242.0
5995,2022-02-02 21:57:03,211626110,54.570968,11.004748,7.9,85.2,85.0
5996,2022-02-02 21:57:03,219039000,53.868417,7.88105,7.1,231.9,241.0
5997,2022-02-02 21:57:06,211626110,54.570978,11.004937,7.9,84.9,87.0
5998,2022-02-02 21:57:06,219039000,53.868333,7.880867,7.1,232.7,239.0
5999,2022-02-02 21:57:09,219039000,53.868283,7.880783,7.1,230.4,239.0
6000,2022-02-02 21:57:10,211626110,54.570988,11.005123,7.9,84.8,87.0
6001,2022-02-02 21:57:13,219039000,53.8682,7.880617,7.2,228.3,237.0
6002,2022-02-02 21:57:16,219039000,53.868117,7.88045,7.1,227.5,236.0
6003,2022-02-02 21:57:17,211626110,54.571012,11.005562,7.9,84.9,88.0
6004,2022-02-02 21:57:20,219039000,53.868017,7.880283,7.2,226.5,234.0
6005,2022-02-02 21:57:23,219039000,53.867967,7.880217,7.2,222.8,234.0
6006,2022-02-02 21:57:26,219039000,53.867883,7.88005,7.0,224.7,232.0
6007,2022-02-02 21:57:30,211626110,54.571053,11.006375,7.9,85.3,86.0
6008,2022-02-02 21:57:34,219039000,53.8677,7.8798,7.1,220.6,230.0
6009,2022-02-02 21:57:36,219039000,53.867617,7.879683,7.1,218.7,229.0
6010,2022-02-02 21:57:37,211626110,54.571075,11.006813,7.9,85.0,85.0
6011,2022-02-02 21:57:39,219039000,53.867567,7.879617,7.2,219.9,228.0
6012,2022-02-02 21:57:43,219039000,53.867467,7.879467,7.2,215.9,227.0
6013,2022-02-02 21:57:43,211626110,54.5711,11.00725,7.9,84.5,86.0
6014,2022-02-02 21:57:46,211626110,54.57111,11.007438,7.9,84.6,86.0
6015,2022-02-02 21:57:47,219039000,53.86735,7.87935,7.2,216.2,225.0
6016,2022-02-02 21:57:50,211626110,54.571125,11.007687,7.9,84.2,86.0
6017,2022-02-02 21:57:50,219039000,53.86725,7.879217,7.3,213.8,224.0
6018,2022-02-02 21:57:53,219039000,53.8672,7.87915,7.3,213.9,223.0
6019,2022-02-02 21:57:57,211626110,54.571147,11.008062,7.9,84.1,85.0
6020,2022-02-02 21:57:59,219039000,53.866983,7.87895,7.1,209.8,221.0
6021,2022-02-02 21:58:00,211626110,54.571157,11.008248,7.9,83.9,86.0
6022,2022-02-02 21:58:03,219039000,53.8669,7.87885,7.3,211.7,220.0
6023,2022-02-02 21:58:04,211626110,54.571172,11.008498,7.9,84.1,86.0
6024,2022-02-02 21:58:06,211626110,54.571183,11.008685,7.9,83.9,86.0
6025,2022-02-02 21:58:07,219039000,53.866783,7.87875,7.3,206.4,219.0
6026,2022-02-02 21:58:09,219039000,53.866717,7.8787,7.2,206.7,218.0
6027,2022-02-02 21:58:10,211626110,54.571195,11.008872,7.9,83.9,86.0
6028,2022-02-02 21:58:12,219003217,54.9091,9.781725,0.0,,19.0
6029,2022-02-02 21:58:13,219039000,53.8666,7.8786,7.4,204.8,216.0
6030,2022-02-02 21:58:13,209183000,55.21066,13.238332,15.4,153.0,155.0
6031,2022-02-02 21:58:13,211626110,54.57121,11.009122,7.9,83.9,86.0
6032,2022-02-02 21:58:16,219039000,53.866483,7.8785,7.4,205.1,215.0
6033,2022-02-02 21:58:17,211626110,54.571222,11.009308,7.9,83.8,86.0
6034,2022-02-02 21:58:20,219039000,53.86635,7.878417,7.2,201.8,214.0
6035,2022-02-02 21:58:20,211626110,54.571237,11.009558,7.9,83.8,86.0
6036,2022-02-02 21:58:23,211626110,54.571248,11.009747,7.9,83.7,86.0
6037,2022-02-02 21:58:24,219039000,53.86625,7.87835,7.5,201.7,213.0
6038,2022-02-02 21:58:26,219039000,53.86615,7.878283,7.4,200.7,212.0
6039,2022-02-02 21:58:30,211626110,54.571277,11.010183,7.9,83.8,86.0
6040,2022-02-02 21:58:33,219039000,53.865933,7.878167,7.4,197.1,209.0
6041,2022-02-02 21:58:36,219039000,53.865833,7.8781,7.4,197.1,208.0
6042,2022-02-02 21:58:37,211626110,54.5713,11.010558,7.9,83.7,86.0
6043,2022-02-02 21:58:43,219039000,53.8656,7.878,7.5,193.3,206.0
6044,2022-02-02 21:58:44,209183000,55.20866,13.24,15.4,153.0,155.0
6045,2022-02-02 21:58:44,211626110,54.571327,11.010995,7.9,83.6,86.0
6046,2022-02-02 21:58:46,211626110,54.571338,11.011183,7.9,83.6,86.0
6047,2022-02-02 21:58:47,219039000,53.8655,7.877967,7.5,193.2,205.0
6048,2022-02-02 21:58:49,211626110,54.571353,11.011433,7.9,83.5,85.0
6049,2022-02-02 21:58:50,209183000,55.208327,13.240332,15.1,153.0,155.0
6050,2022-02-02 21:58:50,219039000,53.865367,7.877917,7.5,191.6,203.0
6051,2022-02-02 21:58:52,211626110,54.571367,11.011622,7.9,83.6,86.0
6052,2022-02-02 21:58:54,219039000,53.86525,7.877883,7.5,191.7,202.0
6053,2022-02-02 21:58:55,209183000,55.208,13.240832,15.3,153.0,155.0
6054,2022-02-02 21:58:56,211626110,54.571378,11.011808,7.9,83.5,85.0
6055,2022-02-02 21:58:57,219039000,53.86515,7.87785,7.5,187.5,201.0
6056,2022-02-02 21:58:59,219039000,53.86505,7.877833,7.6,188.2,200.0
6057,2022-02-02 21:59:00,211626110,54.57139,11.011997,7.9,83.4,85.0
6058,2022-02-02 21:59:03,211626110,54.571407,11.012247,7.9,83.5,85.0
6059,2022-02-02 21:59:07,219039000,53.8648,7.877783,7.5,185.5,197.0
6060,2022-02-02 21:59:09,219039000,53.864733,7.877767,7.5,185.8,197.0
6061,2022-02-02 21:59:10,211626110,54.571432,11.012622,7.9,83.4,85.0
6062,2022-02-02 21:59:14,211626110,54.571448,11.012872,7.9,83.4,84.0
6063,2022-02-02 21:59:17,219039000,53.86445,7.87775,7.7,181.7,194.0
6064,2022-02-02 21:59:17,211626110,54.571462,11.01306,7.9,83.3,84.0
6067,2022-02-02 21:59:20,211626110,54.571475,11.013248,7.9,83.3,84.0
6068,2022-02-02 21:59:20,219039000,53.864317,7.877733,7.6,181.5,192.0
6069,2022-02-02 21:59:23,219039000,53.8642,7.877733,7.7,180.3,191.0
6070,2022-02-02 21:59:24,211626110,54.571492,11.013498,7.9,83.1,84.0
6071,2022-02-02 21:59:27,219039000,53.8641,7.877733,7.7,179.1,190.0
6072,2022-02-02 21:59:30,211626110,54.571518,11.013873,7.9,83.0,84.0
6073,2022-02-02 21:59:33,219039000,53.863883,7.87775,7.7,176.6,188.0
6074,2022-02-02 21:59:36,211626110,54.57155,11.014312,7.9,82.9,85.0
6075,2022-02-02 21:59:36,219039000,53.863733,7.877767,7.8,176.1,187.0
6076,2022-02-02 21:59:43,211626110,54.571582,11.01475,7.9,82.9,85.0
6077,2022-02-02 21:59:43,219039000,53.863483,7.877817,7.8,173.5,184.0
6078,2022-02-02 21:59:46,211626110,54.571597,11.014937,7.9,82.9,85.0
6079,2022-02-02 21:59:47,219039000,53.863367,7.87785,7.8,173.2,183.0
6081,2022-02-02 21:59:50,209183000,55.2045,13.243833,15.2,153.0,155.0
6082,2022-02-02 21:59:50,211626110,54.57161,11.015125,7.9,82.9,85.0
6083,2022-02-02 21:59:50,219039000,53.863233,7.877883,7.8,171.0,182.0
6084,2022-02-02 21:59:53,211626110,54.571628,11.015375,7.9,83.0,85.0
6085,2022-02-02 21:59:57,211626110,54.571642,11.015563,7.9,83.0,85.0
6086,2022-02-02 21:59:59,211626110,54.571655,11.015752,7.9,83.0,85.0
6087,2022-02-02 21:59:59,219039000,53.8629,7.877983,7.9,168.9,179.0
6088,2022-02-02 22:00:03,219039000,53.8628,7.878033,7.9,167.5,178.0
6089,2022-02-02 22:00:03,211626110,54.571673,11.016003,7.9,82.9,85.0
6090,2022-02-02 22:00:06,219039000,53.86265,7.878083,8.0,165.8,176.0
6091,2022-02-02 22:00:09,211626110,54.571705,11.016442,7.9,83.0,84.0
6092,2022-02-02 22:00:09,219039000,53.862583,7.878117,8.0,164.7,176.0
6093,2022-02-02 22:00:13,211626110,54.571718,11.01663,7.9,82.9,85.0
6094,2022-02-02 22:00:16,211626110,54.571732,11.016817,7.9,83.0,84.0
6095,2022-02-02 22:00:17,219039000,53.8623,7.878267,8.0,162.7,173.0
6096,2022-02-02 22:00:20,219039000,53.86215,7.87835,8.1,160.5,171.0
6097,2022-02-02 22:00:21,211626110,54.571752,11.017068,7.9,82.8,84.0
6098,2022-02-02 22:00:23,219039000,53.862083,7.878383,8.1,160.9,171.0
6099,2022-02-02 22:00:23,211626110,54.571765,11.017255,7.9,83.0,84.0
6100,2022-02-02 22:00:27,219039000,53.86195,7.878467,8.1,160.6,169.0
6101,2022-02-02 22:00:30,211626110,54.571792,11.01763,7.9,82.9,84.0
6102,2022-02-02 22:00:32,209183000,55.20183,13.246167,15.2,153.0,155.0
6103,2022-02-02 22:00:33,219039000,53.8617,7.878633,8.2,159.1,168.0
6104,2022-02-02 22:00:36,219039000,53.861583,7.8787,8.3,158.2,167.0
6105,2022-02-02 22:00:37,211626110,54.571823,11.018068,7.9,82.6,84.0
6106,2022-02-02 22:00:43,219039000,53.861383,7.87885,8.2,157.2,166.0
6107,2022-02-02 22:00:43,211626110,54.571857,11.018507,7.9,82.4,86.0
6108,2022-02-02 22:00:46,211626110,54.57187,11.018693,7.9,82.7,86.0
6109,2022-02-02 22:00:47,219039000,53.861233,7.87895,8.3,157.0,166.0
6110,2022-02-02 22:00:49,211626110,54.571883,11.018882,7.9,82.8,87.0
6111,2022-02-02 22:00:53,219039000,53.861033,7.8791,8.3,157.7,165.0
6112,2022-02-02 22:00:54,211626110,54.571902,11.019132,7.9,83.1,88.0
6113,2022-02-02 22:00:55,209183000,55.200327,13.2475,15.2,153.0,155.0
6114,2022-02-02 22:00:56,211626110,54.571913,11.01932,7.9,83.2,88.0
6115,2022-02-02 22:00:56,219039000,53.860883,7.8792,8.4,157.4,165.0
6116,2022-02-02 22:00:59,219039000,53.860767,7.879283,8.4,157.0,165.0
6117,2022-02-02 22:01:03,211626110,54.571942,11.019758,7.9,84.1,89.0
6118,2022-02-02 22:01:09,219039000,53.86045,7.879517,8.7,156.1,165.0
6119,2022-02-02 22:01:10,211626110,54.571963,11.020133,7.9,84.6,88.0
6120,2022-02-02 22:01:11,219003217,54.909085,9.781655,0.0,,20.0
6121,2022-02-02 22:01:13,211626110,54.571975,11.020385,7.9,84.9,88.0
6122,2022-02-02 22:01:13,209183000,55.199333,13.248498,15.2,153.0,155.0
6123,2022-02-02 22:01:17,211626110,54.571985,11.020572,7.9,85.1,88.0
6124,2022-02-02 22:01:20,211626110,54.571993,11.02076,7.9,85.2,88.0
6125,2022-02-02 22:01:20,219039000,53.86,7.87985,8.9,156.8,165.0
6126,2022-02-02 22:01:24,211626110,54.572005,11.02101,7.9,85.3,89.0
6127,2022-02-02 22:01:30,211626110,54.572022,11.021385,7.9,85.8,89.0
6128,2022-02-02 22:01:37,211626110,54.572038,11.021823,7.9,86.1,88.0
6129,2022-02-02 22:01:42,211626110,54.572053,11.022198,7.9,86.5,89.0
6130,2022-02-02 22:01:42,219039000,53.86,7.87985,8.9,156.8,165.0
6131,2022-02-02 22:01:46,211626110,54.572062,11.022448,7.9,86.5,88.0
6132,2022-02-02 22:01:50,219039000,53.85885,7.88075,9.2,152.7,163.0
6133,2022-02-02 22:01:52,211626110,54.572075,11.022887,7.9,86.7,87.0
6134,2022-02-02 22:01:57,211626110,54.57208,11.023073,7.9,86.8,87.0
6135,2022-02-02 22:02:01,211626110,54.572088,11.023325,7.9,86.7,87.0
6136,2022-02-02 22:02:01,219039000,53.858483,7.8811,9.3,151.2,160.0
6137,2022-02-02 22:02:03,211626110,54.572093,11.023512,7.9,86.6,87.0
6138,2022-02-02 22:02:10,211626110,54.572107,11.02395,7.9,86.4,86.0
6139,2022-02-02 22:02:14,211626110,54.572113,11.024137,7.8,86.5,87.0
6140,2022-02-02 22:02:17,211626110,54.57212,11.024325,7.8,86.3,86.0
6141,2022-02-02 22:02:19,211626110,54.572127,11.024512,7.8,86.2,86.0
6142,2022-02-02 22:02:20,219039000,53.85775,7.881867,9.3,146.1,154.0
6143,2022-02-02 22:02:24,211626110,54.572135,11.024762,7.8,86.2,86.0
6144,2022-02-02 22:02:30,219039000,53.857433,7.882267,9.4,142.6,151.0
6145,2022-02-02 22:02:30,211626110,54.572153,11.025198,7.8,85.7,86.0
6146,2022-02-02 22:02:33,219039000,53.857333,7.8824,9.5,142.1,150.0
6147,2022-02-02 22:02:36,219039000,53.8572,7.882583,9.5,141.9,148.0
6148,2022-02-02 22:02:37,211626110,54.57217,11.025572,7.8,85.4,88.0
6149,2022-02-02 22:02:39,211626110,54.57217,11.025572,7.8,85.4,88.0
6150,2022-02-02 22:02:46,211626110,54.572198,11.026193,7.8,85.8,88.0
6151,2022-02-02 22:02:54,211626110,54.572217,11.026627,7.8,86.2,87.0
6152,2022-02-02 22:02:57,211626110,54.572223,11.026813,7.8,86.1,87.0
6153,2022-02-02 22:02:59,211626110,54.572232,11.026998,7.8,86.3,87.0
6154,2022-02-02 22:03:03,211626110,54.572242,11.027247,7.8,86.1,86.0
6155,2022-02-02 22:03:10,211626110,54.572257,11.027618,7.8,85.9,85.0
6156,2022-02-02 22:03:14,211626110,54.572268,11.027867,7.8,85.5,85.0
6157,2022-02-02 22:03:17,211626110,54.572277,11.028052,7.8,85.2,86.0
6158,2022-02-02 22:03:20,211626110,54.572287,11.028238,7.8,84.9,87.0
6159,2022-02-02 22:03:23,211626110,54.572298,11.028487,7.8,85.0,87.0
6160,2022-02-02 22:03:30,211626110,54.57232,11.028858,7.8,85.0,89.0
6161,2022-02-02 22:03:37,211626110,54.572342,11.029293,7.8,85.2,88.0
6162,2022-02-02 22:03:44,211626110,54.572365,11.02973,7.9,85.2,86.0
6163,2022-02-02 22:03:46,211626110,54.572373,11.029917,7.9,85.3,86.0
6164,2022-02-02 22:03:50,211626110,54.572383,11.030105,7.9,85.2,85.0
6165,2022-02-02 22:03:54,211626110,54.572397,11.030355,7.9,84.9,85.0
6166,2022-02-02 22:03:57,211626110,54.572405,11.030542,7.9,84.8,86.0
6167,2022-02-02 22:04:00,211626110,54.572417,11.030728,7.9,84.7,86.0
6168,2022-02-02 22:04:04,211626110,54.57243,11.030978,7.9,84.7,87.0
6169,2022-02-02 22:04:06,211626110,54.57244,11.031167,7.9,84.7,88.0
6170,2022-02-02 22:04:10,211626110,54.57245,11.031355,7.9,84.9,88.0
6171,2022-02-02 22:04:13,211626110,54.572463,11.031605,7.9,84.9,88.0
6172,2022-02-02 22:04:14,219003217,54.909055,9.781627,0.0,,20.0
6173,2022-02-02 22:04:16,211626110,54.572472,11.031793,7.9,85.2,87.0
6174,2022-02-02 22:04:20,211626110,54.572485,11.032043,7.9,85.1,86.0
6175,2022-02-02 22:04:20,219039000,53.853783,7.8889,11.0,120.9,125.0
6176,2022-02-02 22:04:22,211626110,54.572495,11.032232,7.9,85.2,86.0
6177,2022-02-02 22:04:30,211626110,54.572513,11.032608,7.9,85.0,85.0
6178,2022-02-02 22:04:37,211626110,54.572537,11.033047,7.9,84.7,86.0
6179,2022-02-02 22:04:44,211626110,54.57256,11.033487,7.9,84.9,88.0
6180,2022-02-02 22:04:46,219039000,53.853183,7.890967,10.5,113.0,115.0
6181,2022-02-02 22:04:46,211626110,54.57257,11.033675,7.9,84.9,88.0
6182,2022-02-02 22:04:50,211626110,54.572582,11.033927,7.9,85.4,88.0
6183,2022-02-02 22:04:53,219039000,53.85305,7.891483,10.0,111.3,113.0
6184,2022-02-02 22:04:54,211626110,54.57259,11.034115,7.9,85.4,87.0
6185,2022-02-02 22:04:57,219039000,53.853,7.891683,9.8,110.8,113.0
6186,2022-02-02 22:04:57,211626110,54.5726,11.034303,7.9,85.6,87.0
6187,2022-02-02 22:05:00,211626110,54.572608,11.034492,7.9,85.6,87.0
6188,2022-02-02 22:05:03,211626110,54.572618,11.034743,7.9,85.7,86.0
6189,2022-02-02 22:05:03,219039000,53.852917,7.892133,8.0,109.7,112.0
6190,2022-02-02 22:05:06,211626110,54.572627,11.034932,7.9,85.5,86.0
6191,2022-02-02 22:05:07,219039000,53.852883,7.892283,6.7,110.7,111.0
6192,2022-02-02 22:05:10,219039000,53.85285,7.892417,5.8,111.4,111.0
6193,2022-02-02 22:05:10,211626110,54.572637,11.03512,7.9,85.6,87.0
6194,2022-02-02 22:05:14,211626110,54.572648,11.035372,7.9,85.4,86.0
6195,2022-02-02 22:05:17,219039000,53.8528,7.89265,3.8,108.2,111.0
6196,2022-02-02 22:05:17,211626110,54.572657,11.03556,7.9,85.4,86.0
6197,2022-02-02 22:05:20,219039000,53.852783,7.8927,2.8,107.6,110.0
6198,2022-02-02 22:05:20,211626110,54.572665,11.03575,7.9,85.3,86.0
6200,2022-02-02 22:05:24,211626110,54.572678,11.036,7.9,85.2,85.0
6201,2022-02-02 22:05:30,211626110,54.572698,11.036378,7.9,84.7,84.0
6202,2022-02-02 22:05:30,219039000,53.85275,7.892817,1.0,129.2,110.0
6203,2022-02-02 22:05:37,211626110,54.572722,11.036818,7.9,84.3,84.0
6204,2022-02-02 22:05:39,219039000,53.85275,7.892833,0.1,234.2,109.0
6205,2022-02-02 22:05:43,211626110,54.57275,11.03726,7.9,83.9,84.0
6206,2022-02-02 22:05:46,211626110,54.572763,11.037448,7.9,83.5,86.0
6208,2022-02-02 22:05:51,211626110,54.57278,11.0377,7.9,83.8,87.0
6209,2022-02-02 22:05:53,211626110,54.572792,11.03789,7.9,83.7,88.0
6210,2022-02-02 22:05:55,209183000,55.181667,13.263998,15.2,152.0,155.0
6211,2022-02-02 22:05:57,211626110,54.572805,11.038078,7.9,84.0,88.0
6212,2022-02-02 22:06:00,211626110,54.572817,11.038267,7.9,84.2,88.0
6213,2022-02-02 22:06:01,219039000,53.852733,7.892817,0.2,198.8,108.0
6214,2022-02-02 22:06:03,211626110,54.572832,11.038518,7.9,84.4,87.0
6215,2022-02-02 22:06:06,211626110,54.572843,11.038707,7.9,84.4,86.0
6216,2022-02-02 22:06:10,219039000,53.852733,7.892817,0.1,198.0,107.0
6217,2022-02-02 22:06:10,211626110,54.572853,11.038897,7.9,84.6,88.0
6218,2022-02-02 22:06:17,211626110,54.572878,11.039337,7.9,84.7,87.0
6219,2022-02-02 22:06:20,219039000,53.852733,7.892817,0.1,192.0,107.0
6220,2022-02-02 22:06:20,211626110,54.572892,11.039588,7.9,84.9,86.0
6221,2022-02-02 22:06:23,211626110,54.572902,11.039777,7.9,84.8,87.0
6222,2022-02-02 22:06:30,219039000,53.852717,7.892817,0.1,180.0,106.0
6223,2022-02-02 22:06:30,211626110,54.572925,11.040217,7.9,84.9,86.0
6224,2022-02-02 22:06:37,211626110,54.572943,11.040593,7.9,84.9,87.0
6225,2022-02-02 22:06:40,219039000,53.852717,7.8928,0.1,196.6,106.0
6226,2022-02-02 22:06:43,211626110,54.572965,11.041033,7.9,85.2,88.0
6227,2022-02-02 22:06:46,211626110,54.572975,11.041222,7.9,85.1,88.0
6228,2022-02-02 22:06:50,211626110,54.572983,11.04141,7.9,85.5,88.0
6229,2022-02-02 22:06:53,211626110,54.572995,11.04166,7.9,85.5,88.0
6230,2022-02-02 22:06:57,211626110,54.573003,11.041848,7.9,85.7,87.0
6231,2022-02-02 22:07:00,211626110,54.573013,11.0421,7.9,85.8,86.0
6232,2022-02-02 22:07:01,219039000,53.852717,7.8928,0.2,198.0,104.0
6233,2022-02-02 22:07:03,211626110,54.573022,11.042288,7.9,85.7,87.0
6234,2022-02-02 22:07:06,211626110,54.573028,11.042478,7.9,86.0,86.0
6235,2022-02-02 22:07:10,211626110,54.57304,11.042728,7.9,85.6,86.0
6236,2022-02-02 22:07:10,219039000,53.8527,7.8928,0.1,195.2,104.0
6237,2022-02-02 22:07:13,211626110,54.573047,11.042918,7.9,85.7,86.0
6238,2022-02-02 22:07:14,219003217,54.909032,9.78155,0.0,,22.0
6239,2022-02-02 22:07:17,211626110,54.573055,11.043107,7.9,85.4,85.0
6240,2022-02-02 22:07:19,211626110,54.573063,11.043295,7.9,85.3,85.0
6241,2022-02-02 22:07:20,219039000,53.8527,7.8928,0.0,209.5,103.0
6242,2022-02-02 22:07:20,209183000,55.17636,13.268965,15.2,152.0,156.0
6243,2022-02-02 22:07:24,211626110,54.573075,11.043545,7.9,85.4,86.0
6244,2022-02-02 22:07:30,211626110,54.573097,11.043985,7.9,85.1,85.0
6245,2022-02-02 22:07:30,219039000,53.8527,7.8928,0.1,202.4,103.0
6246,2022-02-02 22:07:37,211626110,54.573115,11.044362,7.9,84.8,85.0
6247,2022-02-02 22:07:40,219039000,53.8527,7.8928,0.1,183.8,102.0
6248,2022-02-02 22:07:43,211626110,54.573137,11.044802,7.9,84.6,85.0
6249,2022-02-02 22:07:45,219039000,53.8527,7.8928,0.1,183.8,102.0
6250,2022-02-02 22:07:46,211626110,54.573147,11.04499,7.9,84.6,85.0
6251,2022-02-02 22:07:50,211626110,54.57316,11.045242,7.9,84.5,85.0
6252,2022-02-02 22:07:54,211626110,54.57317,11.04543,7.9,84.4,86.0
6253,2022-02-02 22:07:57,211626110,54.57318,11.045618,7.9,84.5,86.0
6254,2022-02-02 22:08:01,219039000,53.852683,7.892783,0.0,260.1,101.0
6255,2022-02-02 22:08:03,211626110,54.573205,11.046058,7.9,84.5,86.0
6256,2022-02-02 22:08:06,211626110,54.573215,11.046247,7.9,84.5,86.0
6257,2022-02-02 22:08:10,219039000,53.852683,7.892783,0.2,199.2,100.0
6258,2022-02-02 22:08:14,211626110,54.573238,11.046687,7.9,84.7,87.0
6259,2022-02-02 22:08:17,211626110,54.573248,11.046877,7.9,84.7,87.0
6260,2022-02-02 22:08:20,219039000,53.852667,7.892783,0.1,198.9,100.0
6261,2022-02-02 22:08:20,211626110,54.573262,11.047128,7.9,84.9,86.0
6262,2022-02-02 22:08:23,211626110,54.573272,11.047317,7.9,84.9,86.0
6263,2022-02-02 22:08:26,209183000,55.172167,13.272833,15.3,153.0,155.0
6264,2022-02-02 22:08:30,219039000,53.852667,7.892783,0.2,189.3,99.0
6265,2022-02-02 22:08:30,211626110,54.573293,11.047757,7.9,84.9,86.0
6266,2022-02-02 22:08:35,211626110,54.573293,11.047757,7.9,84.9,86.0
6267,2022-02-02 22:08:37,211626110,54.573313,11.048135,7.9,84.8,85.0
6268,2022-02-02 22:08:40,219039000,53.852667,7.892783,0.1,200.7,98.0
6269,2022-02-02 22:08:44,211626110,54.573337,11.048575,8.0,84.7,84.0
6270,2022-02-02 22:08:46,211626110,54.573347,11.048763,8.0,84.5,84.0
6272,2022-02-02 22:08:50,219039000,53.85265,7.892783,0.1,191.2,98.0
6273,2022-02-02 22:08:50,211626110,54.57336,11.049015,8.0,84.6,84.0
6274,2022-02-02 22:08:52,211626110,54.573368,11.04914,8.0,84.3,83.0
6275,2022-02-02 22:08:57,211626110,54.573383,11.049392,8.0,84.2,85.0
6276,2022-02-02 22:09:00,211626110,54.573398,11.049642,8.0,84.0,86.0
6277,2022-02-02 22:09:01,219039000,53.85265,7.892783,0.1,184.9,97.0
6278,2022-02-02 22:09:04,211626110,54.57341,11.04983,8.0,83.9,86.0
6279,2022-02-02 22:09:06,211626110,54.573422,11.050018,8.0,84.1,86.0
6280,2022-02-02 22:09:10,219039000,53.85265,7.892783,0.1,201.4,96.0
6281,2022-02-02 22:09:10,211626110,54.573437,11.05027,8.0,84.0,86.0
6282,2022-02-02 22:09:14,211626110,54.573448,11.050458,8.0,84.1,85.0
6283,2022-02-02 22:09:17,211626110,54.57346,11.050647,8.0,84.0,86.0
6284,2022-02-02 22:09:19,209183000,55.16883,13.275832,15.3,152.0,155.0
6285,2022-02-02 22:09:20,211626110,54.573472,11.050835,8.0,84.1,86.0
6286,2022-02-02 22:09:20,219039000,53.85265,7.892767,0.1,190.1,96.0
6287,2022-02-02 22:09:24,211626110,54.573487,11.051087,8.0,83.9,87.0
6288,2022-02-02 22:09:30,211626110,54.573508,11.051463,7.9,84.3,88.0
6289,2022-02-02 22:09:30,219039000,53.852633,7.892767,0.1,191.4,95.0
6290,2022-02-02 22:09:37,211626110,54.573533,11.051903,7.9,84.7,87.0
6291,2022-02-02 22:09:40,219039000,53.852633,7.892767,0.2,195.5,94.0
6292,2022-02-02 22:09:44,211626110,54.573557,11.052343,7.9,84.8,85.0
6293,2022-02-02 22:09:46,211626110,54.573567,11.052533,7.9,84.6,85.0
6294,2022-02-02 22:09:50,211626110,54.573577,11.052722,7.9,84.6,85.0
6295,2022-02-02 22:09:50,219039000,53.852633,7.892767,0.1,204.7,94.0
6296,2022-02-02 22:09:54,211626110,54.573592,11.052973,7.9,84.4,85.0
6297,2022-02-02 22:09:59,219039000,53.852617,7.892767,0.1,198.9,93.0
6298,2022-02-02 22:10:00,211626110,54.573615,11.05335,7.9,84.4,87.0
6299,2022-02-02 22:10:04,211626110,54.57363,11.053602,7.9,84.2,88.0
6300,2022-02-02 22:10:06,211626110,54.573642,11.05379,7.9,84.5,88.0
6301,2022-02-02 22:10:08,209183000,55.16583,13.278498,15.1,152.0,156.0
6302,2022-02-02 22:10:10,211626110,54.573657,11.05404,7.9,84.6,88.0
6303,2022-02-02 22:10:10,219039000,53.852617,7.892767,0.2,186.6,92.0
6304,2022-02-02 22:10:13,211626110,54.573667,11.05423,7.9,84.8,87.0
6305,2022-02-02 22:10:14,209183000,55.165503,13.278833,15.2,153.0,156.0
6306,2022-02-02 22:10:14,219003217,54.909072,9.781677,0.0,,19.0
6307,2022-02-02 22:10:17,211626110,54.573677,11.054418,7.9,85.0,87.0
6308,2022-02-02 22:10:19,211626110,54.573687,11.054607,7.9,84.9,86.0
6309,2022-02-02 22:10:19,209183000,55.16516,13.279167,15.1,154.0,157.0
6310,2022-02-02 22:10:20,219039000,53.852617,7.892767,0.1,157.2,91.0
6311,2022-02-02 22:10:23,211626110,54.5737,11.05486,7.9,85.2,86.0
6312,2022-02-02 22:10:30,219039000,53.8526,7.892767,0.1,205.0,90.0
6313,2022-02-02 22:10:30,211626110,54.573723,11.055302,8.0,85.0,85.0
6314,2022-02-02 22:10:31,209183000,55.16433,13.279832,15.2,154.0,157.0
6315,2022-02-02 22:10:37,211626110,54.573743,11.05568,8.0,84.7,86.0
6316,2022-02-02 22:10:40,219039000,53.8526,7.892767,0.1,186.6,89.0
6317,2022-02-02 22:10:44,211626110,54.573767,11.056123,8.0,84.6,88.0
6318,2022-02-02 22:10:46,211626110,54.573777,11.056313,8.0,84.8,88.0
6319,2022-02-02 22:10:49,219039000,53.8526,7.892767,0.2,186.6,89.0
6320,2022-02-02 22:10:51,211626110,54.573788,11.056568,8.0,84.7,88.0
6321,2022-02-02 22:10:52,211626110,54.573795,11.056695,8.0,85.0,89.0
6322,2022-02-02 22:10:56,209183000,55.162827,13.281197,15.1,155.0,158.0
6323,2022-02-02 22:10:57,211626110,54.573807,11.056948,8.0,85.2,88.0
6324,2022-02-02 22:10:59,219039000,53.852583,7.892767,0.1,221.8,88.0
